Fiscal Quarter,Week Start,Month,Team,Sales Manager,Rep ID,Rep Name,Vendor,Product Codes,Units,Revenue
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123492,B,V 2,SAASPCMS01 ,343,"$10,881 "
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 4,5WS1C40285 ,1,$58 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 2,5MS1Q52207 ,1,$208 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123494,AR,V 7,4L41F30091 ,2,$206 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123494,AR,V 4,7S0XCTO5WW ,2,$259 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123494,AR,V 2,7S1SCTO5WW ,2,"$2,472 "
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123494,AR,V 2,7S1SCTOAWW ,2,$524 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123480,AR,V 7,4L41F30091 ,20,"$2,095 "
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123480,AR,V 4,5WS0X58669 ,1,$69 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123480,AR,V 2,SAASPCMS01 ,62,$539 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123645,AR,V 4,5WS1C40285 ,4,$236 
FY26'Q2,7/14/2025 0:00,25-Jul,SMB,SM 6,123645,AR,V 2,SAASPCMS01 ,1829,"$4,157 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123651,A,V 10,4L41M65133 ,5,$180 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123650,A,V 2,5MS1Q52208 ,1,$67 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123555,B,V 7,4L41L17644 ,2,$357 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123555,B,V 2,SAASPCMS01 ,94,"$1,022 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123549,AR,V 4,5WS1C40285 ,6,$357 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 2,SAASPCMS01 ,224,"$1,289 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 8,4L41N60416 ,1,$82 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 6,4L41P74644 ,4,$422 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123562,AR,V 2,SAASPCMS01 ,21,"$3,421 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123496,AT,V 4,5WS1C40285 ,1,$60 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123496,AT,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 1,123621,AT,V 2,SAASPCMS01 ,5,$85 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123638,AR,V 4,5WS0X58669 ,1,$67 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123521,AR,V 3,4L41R48670 ,1,$161 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123521,AR,V 2,SAASPCMS01 ,116,"$2,015 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123533,AR,V 4,5WS0X58672 ,1,$53 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123533,AR,V 2,5MS1Q52208 ,1,$131 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123490,AR,V 4,7S0XCTO5WW ,1,$144 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123490,AR,V 2,7S1SCTO5WW ,1,"$1,371 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123564,AS,V 2,5MS1Q52207 ,2,$450 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123564,AS,V 2,SAASPCMS01 ,4,$121 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123618,BD,V 3,4L41R48670 ,1,$107 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123592,BD,V 2,SAASPCMS01 ,4,$33 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123467,BD,V 3,4L41R48670 ,2,$264 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123467,BD,V 2,5MS1Q52207 ,2,$450 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123467,BD,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123467,BD,V 6,4L41P74645 ,1,$128 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123628,BE,V 4,5WS1C40283 ,1,$68 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123628,BE,V 2,5MS1Q52208 ,2,$267 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 2,123628,BE,V 6,4L41P74647 ,1,$187 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123656,A,V 4,5641PX3 ,1,$101 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123656,A,V 4,7S0XCTO5WW ,1,$164 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123569,AR,V 3,4L41R48670 ,2,$294 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123569,AR,V 2,5MS1Q52207 ,1,$209 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123554,AR,V 4,5WS1C40283 ,1,$70 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123523,AT,V 4,5WS1C40283 ,1,$67 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123649,AT,V 4,5WS1C40285 ,6,$360 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123649,AT,V 2,5MS1Q52207 ,3,$675 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123457,AU,V 2,5MS1H14180 ,1,$90 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123587,BD,V 2,5MS1H14179 ,1,$106 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123587,BD,V 2,5MS1H14180 ,1,$90 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123587,BD,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 7,4L41L13366 ,2,$0 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 4,5WS1C40285 ,1,$60 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 3,4L41R48670 ,2,$264 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 4,5WS1C40284 ,1,$28 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 2,5MS1H14180 ,1,$90 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 2,SAASPCMS01 ,1,$135 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 6,4L41P74646 ,1,$158 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123572,BF,V 7,4L41L17644 ,2,$343 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123572,BF,V 4,5WS1C40283 ,1,$70 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 3,123572,BF,V 4,7S0XCTO5WW ,1,$146 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 4,123493,B,V 2,SAASPCMS01 ,1045,"$42,641 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 4,123596,AR,V 3,4L41R48670 ,1,$126 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 4,123596,AR,V 14,4L41K68074 ,1,$235 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 4,123596,AR,V 2,SAASPCMS01 ,687,"$8,789 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 4,123484,AT,V 2,SAASPCMS01 ,59,"$1,010 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 3,4L41R48670 ,11,"$2,032 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 7,4L41F30091 ,26,"$3,063 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 4,7S0XCTO5WW ,2,$292 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 2,5MS1Q52207 ,26,"$5,759 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 2,5MS1Q52208 ,2,$270 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 4,7S0XCTO5WW ,2,$126 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 2,5MS1Q52207 ,2,$437 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 2,7S1SCTO5WW ,1,"$1,333 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 2,7S1SCTO8WW ,1,"$1,327 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 2,7S1SCTOAWW ,1,$549 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123584,A,V 4,7S0XCTO5WW ,1,$146 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123584,A,V 2,7S1SCTO5WW ,1,"$1,361 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123584,A,V 2,7S1SCTOAWW ,1,$573 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123557,B,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123487,AR,V 2,7S1SCTO5WW ,1,$544 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123524,AR,V 2,SAASPCMS01 ,900,"$10,758 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 4,00MT202 ,2,$278 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 4,5641PX5 ,1,$153 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 4,7S0XCTO5WW ,8,$903 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 2,5MS1Q52207 ,1,$210 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 2,7S05CTONWW ,1,$903 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 2,7S1SCTO5WW ,3,"$2,680 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 2,7S1SCTOAWW ,2,$599 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 2,7S1SCTO5WW ,2,"$1,203 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 2,7S1SCTOAWW ,4,"$1,245 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123631,A,V 2,SAASPCMS01 ,168,"$3,024 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123477,A,V 2,SAASPCMS01 ,1,$135 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123541,A,V 4,7S0XCTO5WW ,4,$237 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123492,B,V 3,4L41R48670 ,2,$400 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123492,B,V 2,5MS1Q52207 ,2,$448 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123492,B,V 2,SAASPCMS01 ,1187,"$21,877 "
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 7,4L41F30091 ,7,$893 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 4,5641PX3 ,1,$100 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 4,5641PX5 ,4,$179 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 4,7S0XCTO5WW ,5,$250 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123540,AR,V 2,SAASPCMS01 ,40,$861 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123494,AR,V 3,4L41R48670 ,5,$660 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123494,AR,V 4,5WS0X58672 ,3,$180 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123480,AR,V 2,SAASPCMS01 ,5,$53 
FY26'Q2,7/21/2025 0:00,25-Jul,SMB,SM 6,123645,AR,V 2,SAASPCMS01 ,14,$74 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123651,A,V 1,SAASPCCB01 ,32,$774 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123651,A,V 4,5WS1G38111 ,1,$90 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123651,A,V 2,SAASPCMS01 ,484,"$6,569 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123571,A,V 2,5MS1H14179 ,1,$117 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123571,A,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123555,B,V 4,5WS1C40285 ,1,$59 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123555,B,V 2,SAASPCMS01 ,1350,"$9,701 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123555,B,V 8,4L41M24481 ,5,$764 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123549,AR,V 2,SAASPCMS01 ,13,$110 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 3,4L41R48670 ,1,$132 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 1,SAASPCCB01 ,53,$560 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 8,4L41N60416 ,1,$82 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123546,AR,V 6,4L41P74645 ,3,$384 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123562,AR,V 3,4L41R48670 ,5,$595 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123621,AT,V 7,4L41L13366 ,2,$306 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123621,AT,V 4,5WS1C40285 ,1,$49 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123621,AT,V 4,5WS1G38111 ,1,$74 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123508,AT,V 4,5641PX3 ,1,$78 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123508,AT,V 4,5WS1C40283 ,1,$42 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123508,AT,V 4,7S0XCTO5WW ,1,$126 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 1,123508,AT,V 2,7S1SCTO5WW ,1,"$1,176 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123638,AR,V 4,7S0XCTO5WW ,2,$292 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123638,AR,V 2,5MS1Q52207 ,2,$450 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123638,AR,V 2,7S1SCTO5WW ,3,"$4,145 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123638,AR,V 2,SAASPCMS01 ,122,"$5,872 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123521,AR,V 3,4L41R48670 ,6,$792 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123521,AR,V 7,4L41F30091 ,9,"$1,134 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123533,AR,V 4,5WS1C40285 ,2,$117 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123564,AS,V 2,5MS1H14180 ,10,$900 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123564,AS,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123564,AS,V 2,SAASPCMS01 ,16,$208 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123618,BD,V 3,4L41R48670 ,1,$127 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123618,BD,V 4,5WS1C40285 ,1,$60 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123618,BD,V 2,SAASPCMS01 ,1,$130 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123592,BD,V 4,7S0XCTO8WW ,1,$133 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123467,BD,V 2,5MS1Q52207 ,1,$224 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 3,4L41R48670 ,1,$132 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 4,5WS1C40282 ,1,$47 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 4,5WS1C40283 ,3,$196 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 4,5WS1C40285 ,5,$298 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 2,5MS1Q52207 ,2,$437 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123563,BD,V 2,SAASPCMS01 ,3,$596 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123628,BE,V 3,4L41R48670 ,1,$129 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123628,BE,V 2,5MS1H14180 ,2,$177 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123640,BG,V 7,4L41F30091 ,1,$126 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 2,123530,DW,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123656,A,V 2,5MS1Q52208 ,4,$532 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123569,AR,V 3,4L41R48670 ,1,$127 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123569,AR,V 4,5WS1C40283 ,1,$63 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123569,AR,V 2,5MS1Q52207 ,2,$443 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123569,AR,V 2,SAASPCMS01 ,59,"$1,137 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123554,AR,V 2,5MS1Q52208 ,1,$128 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123523,AT,V 3,4L41R48670 ,1,$120 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123523,AT,V 4,5WS1C40285 ,37,"$2,018 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123523,AT,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123523,AT,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123649,AT,V 3,4L41R48670 ,1,$132 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123457,AU,V 3,4L41R48670 ,1,$125 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123457,AU,V 2,SAASPCMS01 ,1,$119 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123457,AU,V 6,4L41P74646 ,1,$150 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123587,BD,V 3,4L41R48670 ,1,$127 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123587,BD,V 2,5MS1Q52208 ,1,$129 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 13,4L41T87584 ,1,$36 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 2,5MS1Q52207 ,1,$208 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 2,5MS1Q52208 ,2,$257 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 2,7S05CTOBWW ,1,$917 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 2,7S05CTONWW ,1,"$1,132 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123570,BD,V 6,4L41T91259 ,1,$157 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 3,4L41R48670 ,3,$378 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 7,4L41F30091 ,1,$117 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 4,5WS1G38113 ,1,$110 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 2,5MS1Q52208 ,1,$125 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123560,BD,V 2,SAASPCMS01 ,1,$229 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 3,123572,BF,V 4,5WS1C40283 ,1,$60 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123493,B,V 2,SAASPCMS01 ,179,"$1,118 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123637,AR,V 2,SAASPCMS01 ,3726,"$11,550 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123598,AR,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123532,AR,V 7,4L41L17644 ,3,$501 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123532,AR,V 4,5WS1C40285 ,1,$60 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123532,AR,V 2,SAASPCMS01 ,168,"$2,465 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123456,AR,V 4,5WS1G38113 ,15,"$1,650 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 4,123596,AR,V 3,4L41R48670 ,1,$133 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 3,4L41R48670 ,11,"$1,757 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 4,5641PX3 ,1,$87 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 4,7S0XCTO5WW ,1,$141 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123568,#N/A,V 2,5MS1Q52207 ,10,"$2,092 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 3,4L41R48670 ,8,$984 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123495,A,V 2,5MS1Q52207 ,6,"$1,350 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123584,A,V 4,7S0XCTO5WW ,1,$126 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123584,A,V 2,7S1SCTO5WW ,1,"$1,203 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123584,A,V 2,7S1SCTOAWW ,1,$495 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123557,B,V 2,5MS1Q52207 ,2,$450 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123557,B,V 6,4L41M52489 ,1,$106 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123461,AE,V 3,4L41R48670 ,1,$132 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123461,AE,V 4,7S0XCTO5WW ,4,$223 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123487,AR,V 4,5641PX5 ,4,$192 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123487,AR,V 4,7S0XCTO5WW ,5,$252 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123487,AR,V 2,7S1SCTO5WW ,1,"$1,176 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123524,AR,V 3,4L41R48670 ,2,$264 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123524,AR,V 4,5WS1C40285 ,1,$60 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123524,AR,V 2,5MS1Q52207 ,2,$450 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123524,AR,V 2,5MS1Q52208 ,1,$131 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123566,AR,V 3,4L41R48670 ,1,$132 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123566,AR,V 2,SAASPCMS01 ,182,"$4,358 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 3,4L41R48670 ,2,$264 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 7,4L41L17644 ,3,$535 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 4,7S0XCTO5WW ,2,$126 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 2,SAASPCMS01 ,15,$629 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123608,AR,V 8,7S0X000KWW ,2,$293 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 4,5641PX3 ,1,$128 
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 2,5MS1Q52207 ,20,"$4,500 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 2,7S1SCTO5WW ,1,"$1,935 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 2,7S1SCTOAWW ,2,"$1,234 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 5,123501,AR,V 2,SAASPCMS01 ,629,"$7,204 "
FY26'Q2,7/28/2025 0:00,25-Jul,SMB,SM 6,123477,A,V 3,4L41R48670 ,1,$133 
